15.57306569     6.80777698     4.48158313     2.55416620   237.18610925  -235.71998143     2.94104939     0.22275367    11.54501025    63.56972773     0.00006123
16.29213242   271.89501093     4.17901049     3.17804713     6.76929988  -270.43761631     2.69207459     0.00004947    12.10034542    55.59088173     0.20581071
16.79861850   336.43256975     4.18039017     3.72954296     6.72535523  -334.99650264     2.44950901     0.00003586    12.83743210    47.67503824     0.18952317
17.16712180   336.96736021     4.71747652     3.89487231     6.68380463  -335.56546318     2.22463287     0.00003080    14.03902313    42.86632703     0.17412989
17.40231392     5.93891344   354.54400524     3.52445295     6.64817985  -353.19765239     2.01532010    15.16569556     0.00002303    40.69766838     0.15923958
17.53267157     7.44816522   267.89934293     2.98742575     6.61999042  -266.63403399     1.82191497    15.41761348     0.00002029    39.30642110     0.14476941
8.87288109     1.56926290     6.66073618     1.08275119    17.57340057     1.08665457    14.34390518    35.97531308     0.12903646   209.51615220     1.64279492
17.59670810     9.94862630     6.04462400     2.61652635     0.54472165     1.07329335     1.49577834    13.12002382     0.11972149   119.44032856     0.11972149
17.65536751    10.43931521     5.65885161     3.13610892     0.86203672     1.06017183     1.36826402    12.12449612     0.11133571    95.69676914     0.11133576
17.70896284    11.09168541     5.76424243     3.49865793     0.68990337     1.04561396     1.25477542    11.37544137     0.10372418    80.89514696     0.10372414
17.82410279    12.34652807     4.93750714     3.19055176     1.46016577     1.02630932     1.15717637    11.35742646     0.09662928    69.39554321     0.09662930
6.17787753    17.84044504    13.24473559     3.35857771     0.15154195     0.99960433     0.08963202     1.06333880    10.67451656    61.58100361     0.08963181
17.74278282     3.79497777     0.79808174    13.24774635     6.24221603     0.95794137     0.97113299    42.86390771   132.10191226     9.26979654     0.08236923
6.18155275    17.80169136    14.63083035     3.59439161     0.64428903     0.91877951     0.07624173     0.89717697     9.12737711    36.30062507   130.83719947
6.12780040    17.79870560     3.70551025     0.61262679    15.64710027     0.86745289     0.07028489     0.82885382    33.92215621   126.42588650     8.60698534
6.09085570     4.68870690    17.15641530     3.84300712    13.15123080     0.80254284     0.06457257     0.76863619     8.38997512    34.11521928     0.76863617
6.05724103    17.76734177     3.85910747     0.54976811    17.79132902     0.70865971     0.05857511     7.66424959    30.20483695   121.19639558     0.70979037
6.04036427    18.38160827     4.20316493     0.75471621    17.74206099     0.59841397     0.05297111     7.01093020    30.72014689   106.80764634     0.65631719
6.06154651    19.00060821     4.45915941     1.04270193    17.69494384     0.44547768     0.04732772     6.43011640    31.38897338   129.84310238     0.60802939
19.44406366     6.14105459     5.04240100     1.19460095    17.63952092     0.22942056     5.87081521     0.04153040    32.37864163   114.94916342     0.56396218
6.01179028     6.25268840    19.69743565     1.16859113    17.56401079    -0.01748380    32.17182048     0.03634623     5.33340196   103.27699871     0.52334570
7.27011998     6.55126218    19.86580814     0.95229359    17.52010619    -0.49670130    31.27680875     0.02990172     4.84670590   100.88905997     0.48406725
19.93807829     7.09598483     8.55254548     0.81322939    17.46003963    -1.21189020     4.40199492     0.02378768    29.37558678    96.37033204     0.44869824
19.95850428     8.36420076     9.90402346     0.65245953    17.40931309    -2.65593783     4.00466253     0.01705338    27.35376466    96.62465241     0.41685323
17.37569453    12.13586009    10.55273124     1.29778936    19.87680486    -6.62800954     0.38664179     0.00966981    23.44864968   220.56960899     3.64363491
19.82277247    17.37211521    10.64912854     2.42340529    51.54683902   -46.21974320     3.34809910     0.36080812    20.04789088   161.05858343     0.00185019
19.96684466  2616.77020357    11.08605976     2.97061929    17.30250838 -2611.52103692     3.11105960     0.00003320    18.89301922   126.40106401     0.33961309
17.29595781  4345.36340933    20.94755728     2.49690482    11.57180940 -4340.11668462     0.32551631     0.00001928     3.04729063   146.75357391    17.76655273
21.56386679    17.23892858    11.96705606     2.55058606  4645.78355064 -4640.56446888     2.91250166     0.30985101    16.75073376   139.14334527     0.00001725
17.18849734  5256.12632558    12.33127623     2.58243269    22.21683582 -5250.92543157     0.29580553     0.00001461    15.88877581   133.41685838     2.79253798
17.14790054  5467.09133967    12.67590249     2.61445255    22.89314617 -5461.92264966     0.28225651     0.00001335    15.09888908   128.17517281     2.67966474
23.57776892  4336.95334631    13.01186004     2.65112019    17.09246464 -4331.80653530     2.57205344     0.00001606    14.35914195   123.21157749     0.26967441
17.07135563  5126.49069186    13.33466886     2.65426567    24.27237487 -5121.36316596     0.25889588     0.00001297    13.73081795   120.24251547     2.47764087
24.64625088    16.99747848    13.36466048     3.34514581  4543.57338365 -4538.49039355     2.34262325     0.24679775    12.90194424    95.39774603     0.00001379
25.66612063  4192.75632504    13.95736847     2.72815093    17.00044486 -4187.69180909     2.29102865     0.00001424    12.50615875   111.05763849     0.23787894
26.38323252  4398.24494424    14.26736529     2.76532287    16.97289395 -4393.23947589     2.20308248     0.00001260    11.95434176   106.89618428     0.22734974
27.09405383    16.93749917    14.58634079     2.80145206  3698.14032223 -3693.18846082     2.11867358     0.21749694    11.43043354   102.92181598     0.00001396
27.81053249  4104.64353871    14.88325935     2.83483528    16.89331430 -4099.71721767     2.04181579     0.00001196    10.95422544    99.42542607     0.20889623
28.52850085  2445.57145486    15.22240776     2.86116529    16.92020688 -2440.77861007     1.96383816     0.00001716    10.48926663    96.46598501     0.19884908
29.24441972  2212.27369164    15.49510957     2.92480251    16.89099012 -2207.52991878     1.89336193     0.00001759    10.05627636    91.69307079     0.19084871
29.69788948    15.47177518  2097.86718749     3.60694158    16.82362572 -2093.19263162     1.80307602     9.47929223     0.00001698    77.64749351     0.18222067
30.11062139    15.40407022  2274.03155954     4.38097094    16.78436412 -2269.46340922     1.71565360     8.96253008     0.00001361    63.95107044     0.17352112
30.57052118    15.57376402  1353.88450796     4.87958160    16.74532612 -1349.42935153     1.63430749     8.68104102     0.00001949    56.83069217     0.16513675
30.98784842    15.84365824  1085.37020439     5.34491722    16.75914099 -1081.10872457     1.55377182     8.43294944     0.00001745    50.66121806     0.15616127
31.36764074    16.20662904  1140.89802522     5.70714498    16.65069139 -1136.66620413     1.48081504     8.26474305     0.00001603    45.63908603     0.14966164
31.75193454    16.78095382   410.94969397     5.94974979    16.75723964  -407.05071307     1.40570152     8.12076847     0.00001747    42.41784435     0.13977093
31.76739790     1.41742145    16.74659192    16.21969187     6.34032022     3.65295339     1.32218506    81.15672344     0.13119994     7.35439190    26.57488749
30.98992203    18.15501717    16.67920729     6.30866056     1.30977395     3.63949590     1.27222945     7.83558995     0.12654931    36.86734925     1.27222941
16.88254232    19.37581635    32.62146048     6.01941144   432.23434409  -429.07568590     0.11690541     7.87648778     1.20474478    32.97062267    -0.00003099
16.43979396    19.91863890    27.76463255     6.41022928     4.90481781     3.58984976     0.11673200     7.55331808     1.15426441    33.30365931     1.15426437
16.27949672    19.61124539    32.52808287     1.21893192     6.82864702     3.56321128     0.11193237     6.83979837     1.09072759   118.61695437    25.09178834
16.15573594    32.56471040     6.74799686     1.62318006    20.37867502     3.53108830     0.10731472     1.03828673    25.84002437   104.03280242     6.51727715
16.05513439    32.57219633     7.10079270     1.82264739    20.92330655     3.49908832     0.10310727     0.99041508    26.79675111    92.39516651     6.16859916
15.92966393    32.53463621    21.26597071     1.85348130     7.90481807     3.45521535     0.09871917     0.94233879     5.77485734    84.25758041    27.14259799
15.82334418    32.46748196     9.01250570     1.72434540    21.46356994     3.42272786     0.09486320     0.89843768    27.00385753    79.63992570     5.39445822
15.71714768    32.36554794    21.55254018     1.54577949    10.31957180     3.38282129     0.09111052     0.85619893     5.01523482    76.65511543    26.25222808
15.61356578    32.29005100    21.58808798     1.52079712    11.49239752     3.33918799     0.08744016     0.81690795     4.68491604   187.13075688    24.42129865
32.26137613    21.47411433    11.54875240     2.70070705    15.53353668     3.29342205     0.78242755     4.39338862    21.26815521   145.78453108     0.08389021
15.44129352    32.19461688    21.67018557    11.62375491     3.60839956     3.23867141     0.08037991     0.74781467     4.14033299    19.84028498   113.68244239
15.35041360    32.15264867    21.98489988     4.20304734    11.87984118     3.17150887     0.07685215     0.71518502     3.92354148    96.69516744    19.25785705
32.41734383    22.05085313    13.10871855     3.72910194    15.28123528     3.11865061     0.68922416     3.86872813    17.74443730   101.90118122     0.07385957
15.20314929    32.53208188    13.81186567     3.76642798    22.31042147     3.04559348     0.07066435     0.66171756    16.79213936    97.72588956     3.75457984
32.64327679    22.60430101    14.43752068     3.83052598    15.12931302     2.98794434     0.63635924     3.65636186    15.88803466    93.50959958     0.06783444
32.89114822    23.09839499    15.57640146     3.06849154    15.06334425     2.89811885     0.61290312     3.63716663    15.44356030   103.61518316     0.06473308
33.02310917    23.59414755    16.08710719     3.05160429    15.00738866     2.79583742     0.58946182     3.56398355    14.80962925   101.26355106     0.06167575
14.92952838    33.03254055    24.00228529     3.79349958    16.07933216     2.68191187     0.05858286     0.56470268     3.42619535    86.81878918    13.93081918
14.87484815    33.25429616    24.75369621     3.05890997    16.98364667     2.55564102     0.05561473     0.54346670     3.41941648    95.53275618    13.62900417
33.35395184    25.38419399    17.37894160     3.08843097    14.82268135     2.41071058     0.52171734     3.34704782    13.07655187    91.79465535     0.05263332

! a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
! 11 parameters for calculating atomic scattering factors f0 for atoms Z=1 to Z=98 (not 92), from XOP and Quanjie Jia, September 23, 2013
